gene	GSM2611337
PRKG2	5.04
KLK4	0.00
GMPPA	10.87
MOB2	10.55
PDSS1	8.35
RRAD	10.30
CCDC96	5.21
LRRC72	1.58
GCN1	12.81
MAPK7	9.57
XRCC2	6.70
UBE2L3	12.34
NEK1	9.75
MBTPS1	13.02
RNF165	5.09
FIGNL1	5.21
MYH15	2.81
GIF	3.00
RLF	12.17
MAU2	12.03
NMT1	11.74
PNLIPRP2	6.13
AQP11	7.48
AMIGO3	7.68
NDUFAF4	8.83
OSBPL7	9.02
TAF1B	9.02
SLC13A3	2.81
LRRC8E	8.64
NCOA5	11.11
F10	5.61
OR4D2	0.00
PSMB8	9.75
KDR	7.73
VPS4A	11.05
ZBTB41	10.77
NGLY1	10.20
CD19	6.09
SLC26A9	6.36
CPT1B	7.30
ADAMTSL1	9.84
OR7G1	0.00
KCNK2	5.75
CD79A	7.31
TAF1A	9.80
SLC27A2	4.46
GSTM3	9.17
RPS6KA2	9.59
STX8	9.18
BSN	6.43
PDE6G	4.39
KXD1	9.67
BANF2	0.00
RBM24	7.28
ADGRG5	8.62
CYP26C1	0.00
CKAP2L	6.41
IGSF11	7.41
CD2AP	13.32
PTX4	3.46
PRSS56	3.58
CTDSPL2	11.39
CYP2B6	10.02
IMMP2L	6.39
TTC24	1.58
TRAPPC13	10.57
G3BP2	12.61
ATP1A1	16.56
MSANTD3	9.21
MRPL14	8.11
AP1S3	9.55
F13B	0.00
MKNK2	14.17
CACNA1A	7.01
MIER2	10.43
MYPOP	6.91
GRAMD2B	10.15
RHOA	13.75
ILKAP	10.43
OR9A2	0.00
MYLK	11.42
OTOS	0.00
DHCR7	7.75
LRCOL1	2.32
POLR1A	11.45
CALCB	8.26
KEAP1	10.83
DDX41	10.86
NDST3	5.17
SYNE1	8.74
SPATA17	1.00
SULT1C2	4.58
GPR18	8.83
CCDC105	2.00
LAMA2	11.40
APTX	9.92
CASP3	10.02
FOSL1	13.63
ATG2B	11.66
MRPL36	8.36
ZNF687	10.64
PRSS16	6.25
BOC	12.18
FDXR	7.95
DSN1	6.38
ARHGEF40	11.59
OR8K1	0.00
F3	14.82
ARL14	8.20
MAP2K4	12.84
ZNF536	6.78
SPAG11B	0.00
RICTOR	12.18
SLC22A13	1.00
IARS2	11.15
KCNMB1	6.52
MATN2	11.46
TES	13.81
GREB1	8.52
EFCAB7	6.78
RTL1	6.15
TAB2	12.63
AKAP4	0.00
DIXDC1	8.10
GPR174	6.27
NEUROG3	0.00
NLRP12	3.70
TSC22D1	12.99
PLPPR3	8.84
SPATA20	3.81
CDK5	9.28
TRPC6	7.65
PKLR	0.00
ZNF2	7.24
TEP1	9.92
QRSL1	7.36
U2SURP	12.39
PLEKHG6	10.37
SCO1	9.43
PIK3R6	5.78
KCNJ16	5.09
OAF	11.25
SYCP1	7.79
DDX46	11.92
PPFIA1	12.48
MSX1	6.99
RRAGB	5.88
LRP1	14.20
DUSP9	5.81
UBQLN4	12.09
CD81	12.75
C4orf54	0.00
PTPN1	13.42
HSD3B2	0.00
GK5	9.76
C9orf16	9.42
CYB5R1	9.40
SLC45A3	12.09
FAM83F	8.89
TRIM38	4.52
CHADL	6.41
SCG5	4.25
ERI3	10.43
IL27	2.00
TRUB2	8.25
SETD1A	11.38
WDR76	8.01
CHRNB2	7.17
SERPINB11	6.63
PDGFC	10.15
UBE2R2	11.68
NAGLU	9.85
SLC39A11	9.54
TNFRSF13B	4.95
C8orf34	5.67
TMOD4	8.28
FBXL8	6.89
IKZF1	10.02
OR51E2	3.32
SPRR1A	12.91
SFTPA1	0.00
CNTNAP2	9.33
IQCG	5.67
TMEM134	10.04
P4HTM	6.61
HIST2H4B	11.35
OR6C2	0.00
CGREF1	8.92
RNGTT	10.15
PPM1F	9.87
PRPF40A	12.48
OASL	8.84
CTBS	9.01
CAMK2D	11.74
TCTEX1D2	6.77
UNC13B	11.35
SERF1B	7.46
PDGFRB	10.44
NEURL3	12.17
BAG6	13.28
PCYT1B	4.81
CYB5B	12.63
ST3GAL1	11.29
RHOT2	10.44
WNT10A	5.29
METTL17	8.86
DNAJC10	14.29
CPSF4L	3.00
RMND5A	12.03
ITGBL1	6.21
ATP5MC1	11.31
PKNOX2	9.87
SMIM17	1.58
CLDN15	5.04
NFATC3	11.24
OR52B4	0.00
CKMT2	0.00
PYROXD2	9.44
ZFP92	5.98
P2RY12	2.00
THSD1	6.70
FANCI	8.06
CBFA2T2	10.30
PKP1	12.93
SDHA	11.93
ANGPTL3	4.09
NSRP1	10.59
RAMP3	10.96
LAMTOR5	8.92
SNAP29	10.44
BRK1	10.91
KCNIP2	2.81
HDAC6	10.27
TMEM181	8.74
METTL5	8.24
SAMM50	9.95
TGDS	7.41
SEMA3E	8.97
CCDC86	11.26
CCDC191	8.08
IL6	10.86
DACH1	10.19
ACTG2	6.63
SPACA3	0.00
CTRC	6.04
ZNF395	8.27
FAM43B	1.58
GRID2	5.70
SPDL1	6.46
GFPT1	12.73
REEP5	11.96
BVES	4.95
MRPL32	9.73
DNAJB14	10.53
NOG	4.00
FIGLA	0.00
NR5A1	4.09
LMO1	6.83
NAF1	10.16
DBNL	10.91
PSME4	12.64
TPGS2	9.55
LIN52	9.41
NEDD9	11.99
ATP6V1C2	11.47
SVBP	7.58
MSGN1	0.00
ADAM32	0.00
ETV6	11.93
PHKB	11.59
TRMT5	7.70
CAP2	6.02
POU4F2	2.32
KCNMB4	4.81
TMEM72	13.55
POLE3	9.81
ZZEF1	11.94
CCDC71L	9.90
CD93	9.97
NANOS1	8.97
MED12L	6.74
PSTPIP2	7.88
SNX2	11.15
OR6F1	0.00
MAPK4	7.79
WDR36	11.59
KBTBD3	4.39
RAB39B	10.14
ERMARD	10.05
SPATA2	10.92
PANK2	10.53
IGFN1	2.32
MIER1	12.10
MATN3	1.58
ZNF280D	11.25
TEN1	8.44
BSX	0.00
POU5F2	4.17
PAPSS1	12.08
HTR1A	0.00
TNFSF12	7.83
RB1CC1	12.22
OR6N2	0.00
INTS4	10.78
TMEM114	0.00
ARR3	1.00
NABP1	12.21
LRIG2	10.60
TEX26	2.81
BARHL2	2.81
NGDN	10.29
PRPF4B	12.54
RIC1	12.82
FBXL17	10.15
CELF4	7.61
HMOX1	10.83
NMT2	11.00
PIP4K2A	8.68
MED10	9.94
ZNRF1	12.15
MMP23B	6.25
PPCDC	8.39
NCAPD3	9.63
GNA11	10.74
SGCG	2.32
ZNF579	7.71
DLK1	2.32
DCX	5.73
SPEG	7.43
ADAMTS7	6.85
DRD5	1.00
NDOR1	9.85
CDC37L1	10.25
OR2H1	2.00
SYN3	9.02
RBM27	12.23
GPR142	0.00
PHKA2	9.66
CSMD3	6.67
WNT8B	2.00
TSPO	9.53
TRIB1	13.64
FHL5	5.13
ABCF2	12.09
IGFBP3	10.93
SH3GL3	5.46
MT-ND1	15.79
SERTM1	4.32
MORF4L1	12.79
EBI3	4.86
PDZK1	9.80
FAM208B	12.32
LIFR	9.91
ELAVL1	12.44
XIRP2	0.00
OR4A15	0.00
PTPRE	8.46
DMRTB1	0.00
PIGZ	3.17
FZD8	10.48
ARHGAP40	5.58
ZSCAN29	9.92
OR52N4	3.32
GALNT9	3.58
SLCO1B3	1.00
MAN1A1	14.48
LRCH2	3.70
NDUFA12	9.92
FBP2	5.64
PARP11	7.89
ENPP4	9.89
ADORA2B	9.58
CSE1L	11.98
DHX36	10.96
ABCG1	9.15
FZD10	7.39
SMTNL1	2.32
NOL7	10.58
KAZALD1	7.62
PHLDB3	9.80
TNFSF10	7.96
BTBD18	4.00
TPD52L1	9.58
RIMBP3B	4.00
EI24	10.89
CDC14B	8.43
EP300	12.23
SPG11	10.91
RRAS	10.74
ADH4	1.00
STX3	11.85
NRDE2	9.01
CHRNA1	6.07
SH3KBP1	9.99
OR5M11	0.00
FRYL	13.92
INPP4A	9.36
MRPL13	9.34
RPL28	14.42
CRLF1	6.21
KCNIP1	3.91
LRRC8B	10.26
EXOC3L4	4.17
ADAMTS4	12.19
NUP133	10.12
FAM71F1	0.00
SMC1B	1.58
UBR2	12.01
ACOX1	12.30
RHBDL3	9.06
PDS5B	11.05
ALDH1A3	8.34
SYBU	6.17
HIST1H2BM	7.51
CD22	6.71
MME	12.07
CREB3L4	6.55
EIF3I	12.06
RPTN	1.00
CALML4	3.91
MSRA	8.97
PSRC1	6.48
CPZ	1.58
ITGAX	7.77
WDR3	10.50
GDF6	3.32
SLC6A11	0.00
DNALI1	5.25
LYRM4	7.99
CPNE2	9.08
PALM3	5.09
CYSLTR1	5.32
PPP6R3	13.08
SETBP1	12.93
DSE	9.03
IFNL3	1.00
BBS5	7.50
METTL21A	7.24
ENSA	11.42
SMCO1	4.91
HMG20A	9.91
MUSTN1	8.22
KRTAP1-1	2.32
MCOLN2	8.86
DHRS13	7.64
CRY2	11.89
NRROS	8.26
CHRNG	3.17
GCK	0.00
EIF4A1	16.02
ITK	11.73
ATP2B2	4.00
DPH1	9.21
LY6G5C	0.00
SMUG1	7.57
NOP14	11.75
ASB14	5.04
ZNF397	9.87
KBTBD6	5.46
CDC42EP3	10.89
PSMD9	9.62
PTGER4	12.00
MAGI1	12.13
PTPN4	11.65
TMEM175	8.49
NUP160	10.46
LENEP	0.00
MCUR1	10.64
CCR10	5.21
NGEF	7.95
RTF1	11.27
EPAS1	12.54
MARK3	11.77
GPX1	14.89
BNIP1	8.70
OR5AR1	0.00
C6orf15	0.00
MALSU1	8.39
PPM1D	11.18
FAM228B	4.39
RGS9	8.01
SLC25A33	10.30
AADAT	0.00
KIF2C	6.17
FOSL2	14.75
WDYHV1	8.59
OR1Q1	0.00
TBC1D7	6.57
UNC119	8.45
SMIM3	10.64
HID1	11.26
OCM	3.00
ANXA6	13.26
CHCHD1	8.45
PARM1	11.21
DCST2	5.21
C2orf42	9.27
S100A10	13.69
HGSNAT	9.52
PRRT4	3.91
BLOC1S4	8.75
OCA2	3.46
FSD2	2.32
ALDH3A2	12.57
TBX3	12.41
NKPD1	6.64
TRIO	13.95
ATP4A	6.92
SOCS3	13.42
PTPN7	8.60
NFKBIL1	9.32
NMD3	11.46
MAPK8IP2	1.00
UBL4A	10.86
TMEM128	9.36
GORAB	8.60
ADAMTSL5	8.21
ZNF567	6.39
DNAH9	4.17
ADAM29	0.00
DOCK1	12.24
VPS51	10.29
GPN2	9.09
RBM19	10.91
ARAP2	12.88
NEUROD1	2.32
LRRC28	9.72
AIMP1	10.05
EOMES	9.55
USP7	13.52
SIVA1	8.06
APOL2	8.34
PPP1R15B	13.35
USP13	6.32
TAS2R4	1.58
UCP1	1.58
GATA4	4.52
REG3G	1.00
ZMYND8	11.26
SPON1	9.85
IL13RA2	5.70
TMEM132B	10.58
NKAIN3	7.37
GGT1	10.76
NCKAP5	7.95
SUSD3	7.26
PTHLH	9.35
PAIP2B	11.69
POFUT1	10.07
CCDC177	3.81
TBPL1	9.57
GJA4	9.85
BMPER	4.09
HLA-DQB1	11.82
OR4D9	0.00
THADA	10.52
MOK	5.78
KIF15	6.58
ME1	9.92
LIN54	11.05
HCFC1	12.42
DYNLRB1	11.64
MOGS	11.22
SCN4A	5.98
ITPKC	14.72
FAM8A1	10.96
VPS33A	10.42
ADH1C	14.18
ECHDC2	10.34
TMEM205	8.42
BIN1	10.44
RECQL	8.10
OTUD7A	7.38
ZMYND11	12.58
FCER2	6.00
RGS19	8.39
SLC16A6	9.22
GMCL1	8.88
AKR1E2	8.08
N4BP1	11.79
KIT	8.77
BLCAP	10.67
MS4A2	3.00
AKT2	12.26
UROD	9.72
GRK4	8.83
SPZ1	0.00
PMP2	2.00
NMI	8.23
TRIP10	11.46
DMTF1	12.07
RD3L	0.00
PRLR	12.02
NLRC3	9.76
NFE2	5.39
SLC25A41	2.00
ARL8B	12.58
C8orf44-SGK3	9.57
INSIG2	9.22
CENPV	7.53
UBAP2	11.99
GRASP	10.24
MYL6	14.95
ISG20L2	11.43
PODXL2	6.09
CACNA1D	8.01
C9orf116	3.70
BMX	3.00
GRK1	9.19
KRT80	8.06
DHX34	9.61
WDR31	10.51
ZFHX3	11.85
CDHR1	4.32
MRPS18A	10.15
C6orf136	7.86
STYX	4.75
ASCL5	2.81
SLC24A4	6.15
ABHD16A	10.77
UBL5	11.69
GPN1	9.59
FAM160B1	10.27
PTGES3	13.17
PGM1	10.82
MDGA1	6.61
ROBO1	11.96
CAPN6	6.27
C17orf80	7.42
B4GALT6	10.87
DCUN1D2	9.11
STRIP1	11.44
WIZ	10.89
PSMB4	11.52
FAM120B	10.44
C1orf112	7.35
CHD5	6.27
SRSF10	12.23
RIPPLY2	0.00
SNRPF	9.28
ERCC8	8.74
PPP4C	11.84
ATG14	9.37
NEK8	9.53
ATCAY	4.64
CEMIP	8.60
RPP30	8.40
MOB3A	12.36
PLOD1	10.73
PTPRR	5.93
C11orf65	0.00
SCRIB	12.18
OLR1	6.32
TMEM185B	9.41
NDUFA4L2	6.78
ADAM12	7.50
PARK7	11.54
EMX2	0.00
FDXACB1	7.68
EIF2S2	13.34
SATB1	11.32
HHLA1	0.00
GNAI1	10.06
NDUFS7	9.61
SLC16A10	10.97
USP9X	14.83
EMCN	7.36
MYO1E	13.79
MAN2B1	11.27
BEND3	10.40
SEMA6A	11.33
SAP30BP	11.46
TMEM232	0.00
NUTF2	7.93
NOL3	7.94
UBE2Q1	11.46
CACNA1H	8.54
MROH7	5.00
IL1RN	6.60
GPR182	5.61
LCAT	7.30
ACTN4	15.42
DIS3	10.92
WDR41	9.86
GLS	13.13
ADAMTSL3	4.25
NAT8	0.00
TCTEX1D4	5.67
MSMO1	11.90
ADAD2	0.00
HS6ST2	6.98
OR11A1	0.00
PINK1	11.86
CFL2	11.19
OSTF1	11.30
RPUSD2	7.24
SNAP47	10.19
ABCC5	9.78
DAZAP2	12.53
MGAT4A	10.99
GMEB2	11.22
JAM2	8.37
PDHX	9.52
AANAT	4.64
ABLIM2	6.21
CLSTN2	6.49
FAM107A	5.29
IL36A	0.00
BPTF	13.75
FYCO1	11.41
SOGA1	10.91
CC2D1A	10.81
PADI2	10.75
XIAP	11.13
FBXO40	3.32
RACGAP1	8.04
SALL2	8.09
LRIF1	8.63
KLHL25	9.64
ORC2	9.90
PTK6	6.25
CSNK2B	11.95
IL11RA	10.23
TMEM30A	12.68
ALMS1	9.90
CASKIN1	7.08
CHMP1A	11.27
KLHL2	11.30
MOCS2	9.78
NCAM1	12.04
HTATSF1	11.00
GLIPR1	8.30
RP1	2.81
SLC30A9	11.21
ATXN3	9.97
PLA2G4A	8.81
LEF1	8.45
OR2AP1	0.00
COL4A3	11.31
GNA14	7.48
GRIK4	8.03
LDHAL6B	3.00
DCP1A	10.91
UCK1	10.27
NOD1	10.06
RAI14	10.90
ARL2	9.16
EIF1B	9.07
MAP6	8.95
BAHCC1	9.83
ZNF791	8.15
PRPF18	10.75
C9orf40	8.41
CLDN8	10.87
ARRB1	11.87
PLEKHS1	11.33
GPR45	3.46
RFC5	9.36
TMEM230	8.70
CASC4	11.04
ABCA12	6.75
GPM6A	6.75
PIN1	10.05
OR56A3	0.00
HIST1H2BL	6.46
BTBD2	10.30
PLTP	12.91
CNTNAP4	0.00
CNIH1	10.08
SLC25A34	4.64
TSPYL4	8.20
CMTM2	1.00
SUGP2	10.10
MELK	4.32
HPDL	4.64
ARNTL2	8.71
DIO2	8.18
F2RL1	13.49
MYL10	0.00
LHFPL1	6.09
CYLD	11.56
TRIT1	9.35
ECSCR	7.50
CYP1A1	6.46
DUS1L	10.07
FN1	9.55
DDRGK1	11.00
IL5	2.58
PAQR8	7.69
OGDHL	4.86
CACNB1	8.35
EGR1	15.68
SH3D19	13.51
SAMD15	5.86
SRP19	9.36
TUBB2B	7.90
CRYBB2	0.00
ZNF511	9.51
MLPH	9.67
KCNJ11	3.70
SPACA1	1.00
DHX35	8.91
RAB3B	4.75
MID1IP1	10.48
CYTL1	0.00
XPO6	12.81
SEC61G	8.27
TNPO3	12.18
NDE1	10.29
HOMEZ	8.18
IDE	11.82
ZNF384	10.93
CDRT4	1.58
HDHD3	6.36
PNPO	9.88
RALGAPA2	10.81
KSR2	5.98
PIAS4	10.18
CAPRIN2	10.20
SEC23B	11.92
ETV1	9.64
RPL34	6.63
KDM3A	13.49
FBXL2	6.43
C6orf203	8.47
AFAP1L1	10.65
ATP5F1A	14.60
TRIM6-TRIM34	7.48
DDX5	16.49
PLPPR4	3.00
MICAL3	12.92
ABL2	12.75
MSRB1	10.54
GPR137B	8.48
PEBP4	0.00
OR52N1	0.00
RILPL1	9.03
RMDN2	7.08
PCDH7	13.11
SRSF1	13.36
LATS2	11.64
C11orf68	10.20
FAIM2	4.00
RGS21	1.00
NDUFV1	11.12
CNTRL	10.65
GRIN2B	5.21
MEGF8	11.84
KRT79	5.39
C1S	13.16
PHF7	7.20
POLR2B	11.84
PLEKHA2	11.25
SH2D1A	4.46
NFYC	11.33
CYP4A22	1.58
INPP5E	9.91
PLXNA2	9.90
OLFML2B	8.41
PAK2	13.28
CNN1	7.33
NCOR2	12.07
CATSPERD	10.07
DUSP26	1.58
EEFSEC	9.32
PWWP2A	10.05
CNTNAP5	5.46
CD1D	6.27
POLR3A	10.56
OR10X1	0.00
MBD6	9.75
TET2	11.50
TMPRSS11D	6.17
GNPNAT1	9.68
102723532	0.00
PCBP2	12.18
RPL38	13.17
IFFO2	13.24
OXR1	12.76
PALM2	8.15
CELF5	3.32
LRRC15	4.46
TSLP	5.17
C11orf74	8.26
TOP1MT	8.83
SORCS2	12.42
SYNC	5.86
ANO2	0.00
EMILIN2	8.10
ANG	8.10
NAP1L2	2.58
PRPF38B	12.93
XDH	10.54
RNF157	9.37
CATSPERG	6.66
ACO2	12.72
AAMDC	7.89
TRIM50	3.32
KCNH1	10.76
UBE2D2	12.33
B4GAT1	8.10
SLC36A1	10.10
CRABP2	6.54
PPARG	7.34
SLC35A4	11.16
OR51G1	0.00
GMPS	11.79
SLC36A3	0.00
BSND	1.00
HLA-E	9.94
NEO1	12.33
P2RX5	5.86
NPC1	11.06
MFSD4A	11.39
PRSS1	0.00
HTR2B	6.44
TGFBR3L	6.89
ALDH1L2	8.86
SLCO1A2	5.46
PTDSS1	11.09
SIRT7	10.42
UBE2I	13.05
NPAS2	10.49
CHRDL1	4.75
NFE2L1	14.51
ECHS1	10.38
CNTF	5.78
FAM178B	4.91
TXNDC2	4.39
PSMD5	10.31
PSMB1	11.93
GPNMB	7.91
ISOC1	10.01
AKTIP	10.82
TTC17	11.23
POLH	8.67
ITGA3	15.63
TTPA	6.34
SIAH1	9.96
C2orf40	1.00
DEPDC5	11.45
NPHP4	6.89
SHB	11.53
AVIL	7.29
COG1	11.04
SLC7A3	4.95
SFRP5	7.19
TNFSF18	2.81
DNAI2	4.09
ZBTB1	11.23
JAG2	13.91
CDC40	10.44
SIMC1	11.26
SBSN	5.21
ALDOA	14.55
RAB39A	2.00
PRKAR1A	13.46
HTRA4	5.49
C5	1.00
CHST12	9.28
ZNF519	9.76
C9	0.00
GJA8	5.73
MT-ND5	13.35
GLRA3	4.64
FIG4	9.48
BOLA3	9.38
PAX1	2.81
MAN2B2	10.56
ALB	6.69
STXBP4	8.60
OR2B6	0.00
ABTB2	12.65
SATB2	7.45
GBA2	8.78
FAM186B	3.81
GLRX	10.90
SNRPE	0.00
TCERG1L	2.00
GNPAT	10.17
ZNF341	7.58
RTN4RL1	9.09
PNPLA1	6.15
HIST1H2AJ	7.08
RASSF10	9.68
CFAP57	4.00
ZNFX1	11.63
SGCE	9.23
A4GALT	11.41
ORMDL1	8.51
KIF27	4.09
SLCO5A1	5.39
SLF1	8.42
NCAPH2	11.97
KCTD8	0.00
TRDN	0.00
GALR2	3.00
COPZ2	11.31
SLC18A2	7.11
LMBR1L	10.11
TMED7	12.66
OCIAD1	11.61
LAMB2	12.91
ANKS1B	0.00
OVOL1	12.34
MXRA8	11.49
CXCL14	10.42
MBD1	12.03
PABPC5	0.00
PTCHD4	2.00
RNF214	10.60
KLHDC7B	0.00
PPIC	10.06
FNIP1	12.35
NEK9	11.37
CD70	1.00
SPRYD7	9.74
NOC2L	12.54
GDA	6.52
ABCG2	8.56
TCEA1	12.10
RNF212	4.75
LIPK	2.00
IQCF6	0.00
SDCBP2	7.96
LILRA5	3.81
GPR107	11.24
PAMR1	4.91
C1orf115	10.74
ADAM21	2.58
TTI1	9.65
SIGLEC9	3.58
PTH2R	2.58
RAD54L2	11.57
STK32B	3.58
RPS3	15.31
ASAH2	8.79
FIGN	7.40
ANKRD60	0.00
IGF2BP2	8.76
TPH1	6.71
NAA38	8.65
THEM6	6.54
AATF	10.15
HABP2	8.81
INPP1	9.27
CEBPG	11.93
HIST1H4A	12.85
TBC1D22A	10.36
RAP2A	9.81
EMC1	12.05
DGAT1	11.40
DNAJC4	9.04
KIF4A	6.38
MPV17L2	9.13
ST6GALNAC6	7.57
ATAD5	7.94
RSPH14	3.81
ZMPSTE24	11.10
NKX2-3	1.00
CRABP1	8.01
PCDHA6	0.00
KIF6	7.00
HMCN1	7.52
PLEKHB2	12.05
CATSPER4	6.04
PATE1	0.00
FAM120C	9.56
L3HYPDH	8.11
ADAM20	0.00
TPO	2.32
CEP85L	9.51
ANKRD31	0.00
JUND	15.55
CER1	4.09
SLCO2A1	13.50
APH1A	10.84
FAM81A	6.48
ALG14	8.33
TRIM23	9.13
ADAM9	11.95
ODF4	0.00
CDKL2	8.47
TTC14	10.59
LRFN5	4.81
FREM2	10.09
GRP	2.58
SALL3	11.64
FANCE	9.36
MON1B	10.38
NDC1	9.56
COQ9	10.26
PRR7	7.96
NUDT12	8.19
FOXJ3	11.82
TMEM182	4.25
CHMP2A	12.28
PCDHA7	0.00
PAICS	12.00
ACMSD	4.86
FEM1A	10.70
TXLNG	10.21
PARP8	11.83
LRRK2	8.57
C1orf53	6.85
TOPORS	12.34
BHLHB9	8.44
EEF1B2	13.76
TRIM26	11.27
HM13	12.45
TESK2	9.60
MEAF6	9.17
C10orf105	0.00
SUFU	9.40
LRP2BP	4.17
CD302	6.78
RECK	8.53
HIVEP3	9.58
CYP1B1	7.67
KIAA1614	7.84
MEX3D	10.73
EMC2	10.02
SLC25A11	10.56
SURF6	11.22
TFPT	8.71
RPUSD3	6.57
GPAT4	12.86
HTR3A	4.17
SLC15A5	5.67
DOCK8	11.11
NEUROD6	3.17
PROC	5.25
TFRC	11.93
CDC42EP5	9.84
IDO2	4.00
GBP6	10.08
MEIOB	0.00
CYP39A1	8.84
AARS2	9.13
PTGDS	1.58
SGSM3	10.67
STMN2	5.00
MRGPRX3	3.91
ANKUB1	5.61
HSF2	9.25
CEP162	9.43
KCNV2	1.58
PLXND1	10.69
UBAP1	12.35
CACNG4	5.55
ARFGAP2	11.21
VPS37A	11.39
MKNK1	8.89
C2	7.85
PLA2G2F	3.00
PPFIA2	4.00
MAGEB5	0.00
DNA2	5.25
OGA	12.94
PFN2	7.55
CAGE1	7.27
PCDHGA4	5.00
PKIB	8.17
NLGN1	5.70
OR6C70	0.00
TMEM252	9.56
NUDT17	5.09
CPSF2	11.05
TMEM82	5.46
IPO8	10.94
CDCA2	8.15
MPHOSPH10	11.46
ZC3H8	6.71
TBCE	10.05
CD28	8.29
KLHL41	3.81
NUMBL	9.87
PIGQ	10.31
ZBTB9	8.95
CEP152	8.21
MDFI	9.76
HNRNPD	11.29
DHX57	10.21
UBL7	9.53
TGFBR2	12.88
ANXA13	8.81
CEP135	9.15
ZNF354C	7.16
EGFL8	7.25
EPHB4	11.89
SLC22A12	2.81
EFTUD2	11.32
NAA60	9.86
ZNF35	7.01
SERPINA3	10.85
SLFNL1	5.55
STYXL1	5.98
CXADR	13.81
RREB1	10.86
HNRNPC	13.83
C2orf68	9.06
SLC30A6	8.83
TSPAN17	6.75
RPS6KA5	8.95
CENPM	7.32
GSG1L	7.20
GPR68	8.70
CD164L2	6.73
FGFRL1	9.84
MRPL22	8.01
NME7	8.44
TMEM253	5.78
A2M	0.00
HNRNPH2	12.68
NUDT1	6.58
MFAP2	4.00
RNF112	2.32
CDHR3	0.00
OR11G2	0.00
ADCY4	6.21
BCLAF1	13.78
CACNA1E	6.88
FAM124B	4.46
TCEAL8	11.57
ZNF569	7.58
KIAA1549L	5.21
SUMO2	12.44
ZNF316	9.70
SHPRH	9.89
STK11IP	9.18
PRKAA2	9.86
MAGT1	11.58
UPF3B	9.83
CEACAM20	4.46
CNGA4	3.00
AP1AR	10.67
OTUD7B	11.89
RPN1	12.90
INCENP	8.47
ASCL1	3.17
TSEN54	9.45
PTDSS2	7.99
DBNDD2	9.17
TTC28	11.19
IL17RA	11.58
TRPM7	12.37
TREM1	2.81
ACSM3	5.61
XKR7	0.00
TAF8	10.46
DNPH1	5.98
GART	10.78
TRIM24	11.45
ZDHHC17	9.42
MTERF1	6.19
OR2B2	0.00
DDX47	11.19
POLQ	6.51
AGBL1	3.70
CLDN22	4.00
NTRK3	9.19
ZSCAN22	7.76
MFAP1	12.32
KIAA0513	11.00
KCNJ14	6.17
ITGB3	10.94
CLDN4	18.22
SRR	9.62
CD8B	5.67
RILP	5.67
C3	11.38
FRAT1	7.71
GSTA3	8.10
DDX19B	9.87
PODNL1	6.64
RAD1	8.20
RAB40C	8.91
EXOC7	10.45
MOV10L1	0.00
MAPRE1	13.82
ANAPC13	9.67
RAMP1	8.98
IFT80	9.66
SMS	10.62
OOSP2	0.00
SKAP1	7.99
SLC9A1	10.90
PDCD2L	8.49
SLC4A5	6.00
MEX3C	12.87
ISOC2	8.44
SLC44A3	9.67
PHGDH	12.71
GDAP1L1	1.58
NUP50	12.42
TNS4	11.98
USP16	12.54
KLF5	13.05
CXCL16	13.12
SSU72	10.56
CASS4	6.36
PRPF19	11.49
CLMP	5.78
CA11	6.81
C10orf82	4.32
TAX1BP1	13.58
RBM8A	11.34
TBX5	5.55
CCNE1	6.94
TMEM98	8.75
C12orf57	10.94
SNAPC4	10.39
TXNDC16	9.79
OLIG1	0.00
ZNF585A	7.87
HOXA1	4.70
MED31	8.61
AKNA	11.46
CLHC1	3.17
SHKBP1	9.19
UBE3C	11.54
ARC	16.57
OR4N2	0.00
HSPG2	14.26
MTF1	10.89
ZNF205	7.61
FGF1	13.30
TACC2	13.01
HIPK2	11.86
FAM184A	8.96
SDF2L1	11.11
FZD9	6.93
NIPBL	13.18
REXO4	10.46
DACT1	9.56
ZBTB26	7.82
HOXA7	8.38
LRRC71	6.02
ATL1	6.77
ATG10	7.79
RNF170	9.03
HNRNPDL	13.06
TAOK2	11.92
LIG4	6.95
CLEC16A	10.68
ZBTB42	10.27
FLNA	17.20
CPED1	7.77
SLC44A4	9.30
GPR161	9.50
TRAP1	11.28
PROP1	4.91
LPGAT1	11.43
LBX1	1.00
CHCHD7	9.03
BEAN1	5.39
AIF1L	5.88
USP27X	7.86
SLC7A10	1.58
TMEM200A	1.00
MMRN1	10.67
KRT12	0.00
OR4C46	2.81
GPHB5	0.00
STAT6	12.43
PRRT3	5.78
ROM1	6.79
ADAMTS2	10.87
HIST1H3H	8.03
FAM167B	1.00
MVD	8.12
RPP25L	7.98
OSBPL9	12.04
LRRC3C	2.00
DAAM1	12.75
MAP4	12.40
PTPRZ1	7.56
MYORG	8.93
TSPAN18	8.10
FAM234A	9.93
PANK4	10.58
H2BFM	0.00
PARS2	6.13
SZT2	10.50
UBE2QL1	6.39
CCDC120	10.60
KCNA1	9.01
HBEGF	15.44
PRIMPOL	8.03
ANAPC5	12.76
MMP19	7.50
RGSL1	4.52
RHEBL1	5.36
EIF3B	13.28
DPF1	4.25
SLC16A14	2.81
RSL24D1	10.78
C17orf78	0.00
KBTBD11	8.52
ARRDC1	10.54
CLPSL2	0.00
KMO	5.13
ACOT8	8.52
RAG1	4.25
SCIN	11.15
